county,office,district,party,candidate,votes
Providence,Representative in General Assembly District 12,,,Total,2442
Providence,Representative in General Assembly District 12,,DEM,Joseph S. Almeida,1507
Providence,Representative in General Assembly District 12,,Ind,Luis Antonio Vargas,929
Providence,Representative in General Assembly District 12,,NON,WRITE-IN,6
Providence,Representative in General Assembly District 13,,,Total,1854
Providence,Representative in General Assembly District 13,,DEM,Mario F. Mendez,1721
Providence,Representative in General Assembly District 13,,NON,WRITE-IN,133
Providence,Representative in General Assembly District 14,,,Total,270
Providence,Representative in General Assembly District 14,,DEM,Charlene Lima,263
Providence,Representative in General Assembly District 14,,NON,WRITE-IN,7
Providence,Mayor CITY OF PROVIDENCE,,,Total,42335
