,office,district,candidate,party,parent_jurisdiction,jurisdiction,votes,absentee_votes,,
91865,US PRESIDENT,,Hillary Clinton,D,BURKE,18,111,,,
91866,US PRESIDENT,,Hillary Clinton,D,BURKE,64,125,,,
91867,US PRESIDENT,,Hillary Clinton,D,BURKE,29-B,163,,,
91868,US PRESIDENT,,Hillary Clinton,D,BURKE,34,664,,,
91869,US PRESIDENT,,Hillary Clinton,D,BURKE,47-B,325,,,
91870,US PRESIDENT,,Hillary Clinton,D,BURKE,1,596,,,
91871,US PRESIDENT,,Hillary Clinton,D,BURKE,13,288,,,
91872,US PRESIDENT,,Hillary Clinton,D,BURKE,52,270,,,
91873,US PRESIDENT,,Hillary Clinton,D,BURKE,31,777,,,
91874,US PRESIDENT,,Gary Johnson,L,BURKE,31,45,,,
91875,US PRESIDENT,,Gary Johnson,L,BURKE,34,64,,,
91876,US PRESIDENT,,Gary Johnson,L,BURKE,29-A,16,,,
91877,US PRESIDENT,,Gary Johnson,L,BURKE,1,54,,,
91878,US PRESIDENT,,Gary Johnson,L,BURKE,24,43,,,
91879,US PRESIDENT,,Gary Johnson,L,BURKE,52,21,,,
91880,US PRESIDENT,,Gary Johnson,L,BURKE,40,37,,,
91881,US PRESIDENT,,Gary Johnson,L,BURKE,65,17,,,
91882,US PRESIDENT,,Gary Johnson,L,BURKE,19,5,,,
91883,US PRESIDENT,,Gary Johnson,L,BURKE,15,23,,,
91884,US PRESIDENT,,Gary Johnson,L,BURKE,47-A,31,,,
91885,US PRESIDENT,,Gary Johnson,L,BURKE,53,31,,,
91886,US PRESIDENT,,Gary Johnson,L,BURKE,64,11,,,
91887,US PRESIDENT,,Gary Johnson,L,BURKE,13,60,,,
91888,US PRESIDENT,,Gary Johnson,L,BURKE,18,5,,,
91889,US PRESIDENT,,Gary Johnson,L,BURKE,38,36,,,
91890,US PRESIDENT,,Gary Johnson,L,BURKE,20,18,,,
91891,US PRESIDENT,,Gary Johnson,L,BURKE,22,36,,,
91892,US PRESIDENT,,Gary Johnson,L,BURKE,48,37,,,
91893,US PRESIDENT,,Gary Johnson,L,BURKE,62,12,,,
91894,US PRESIDENT,,Gary Johnson,L,BURKE,39,20,,,
91895,US PRESIDENT,,Gary Johnson,L,BURKE,35,27,,,
91896,US PRESIDENT,,Gary Johnson,L,BURKE,51,68,,,
91897,US PRESIDENT,,Gary Johnson,L,BURKE,3,19,,,
91898,US PRESIDENT,,Gary Johnson,L,BURKE,14,26,,,
91899,US PRESIDENT,,Gary Johnson,L,BURKE,11,54,,,
91900,US PRESIDENT,,Gary Johnson,L,BURKE,29-B,18,,,
91901,US PRESIDENT,,Gary Johnson,L,BURKE,ABSENTEE,,,,
91902,US PRESIDENT,,Gary Johnson,L,BURKE,12,12,,,
91903,US PRESIDENT,,Gary Johnson,L,BURKE,36,21,,,
91904,US PRESIDENT,,Gary Johnson,L,BURKE,47-B,22,,,
91905,US PRESIDENT,,Gary Johnson,L,BURKE,70,41,,,
91906,US PRESIDENT,,Gary Johnson,L,BURKE,66,30,,,
91907,US PRESIDENT,,Gary Johnson,L,BURKE,21,28,,,
91908,US PRESIDENT,,Donald J. Trump,R,BURKE,11,1506,,,
91909,US PRESIDENT,,Donald J. Trump,R,BURKE,14,1092,,,
91910,US PRESIDENT,,Donald J. Trump,R,BURKE,21,632,,,
91911,US PRESIDENT,,Donald J. Trump,R,BURKE,39,548,,,
91912,US PRESIDENT,,Donald J. Trump,R,BURKE,70,1169,,,
91913,US PRESIDENT,,Donald J. Trump,R,BURKE,35,436,,,
91914,US PRESIDENT,,Donald J. Trump,R,BURKE,51,1511,,,
91915,US PRESIDENT,,Donald J. Trump,R,BURKE,62,412,,,
91916,US PRESIDENT,,Donald J. Trump,R,BURKE,ABSENTEE,,,,
91917,US PRESIDENT,,Donald J. Trump,R,BURKE,66,868,,,
91918,US PRESIDENT,,Donald J. Trump,R,BURKE,47-B,526,,,
91919,US PRESIDENT,,Donald J. Trump,R,BURKE,1,1454,,,
91920,US PRESIDENT,,Donald J. Trump,R,BURKE,19,265,,,
91921,US PRESIDENT,,Donald J. Trump,R,BURKE,24,1180,,,
91922,US PRESIDENT,,Donald J. Trump,R,BURKE,36,917,,,
91923,US PRESIDENT,,Donald J. Trump,R,BURKE,12,1147,,,
91924,US PRESIDENT,,Donald J. Trump,R,BURKE,13,1549,,,
91925,US PRESIDENT,,Donald J. Trump,R,BURKE,20,373,,,
91926,US PRESIDENT,,Donald J. Trump,R,BURKE,31,460,,,
91927,US PRESIDENT,,Donald J. Trump,R,BURKE,34,632,,,
91928,US PRESIDENT,,Donald J. Trump,R,BURKE,40,771,,,
91929,US PRESIDENT,,Donald J. Trump,R,BURKE,52,561,,,
91930,US PRESIDENT,,Donald J. Trump,R,BURKE,29-A,627,,,
91931,US PRESIDENT,,Donald J. Trump,R,BURKE,65,560,,,
91932,US PRESIDENT,,Donald J. Trump,R,BURKE,29-B,525,,,
91933,US PRESIDENT,,Donald J. Trump,R,BURKE,64,401,,,
91934,US PRESIDENT,,Donald J. Trump,R,BURKE,3,627,,,
91935,US PRESIDENT,,Donald J. Trump,R,BURKE,22,947,,,
91936,US PRESIDENT,,Donald J. Trump,R,BURKE,15,747,,,
91937,US PRESIDENT,,Donald J. Trump,R,BURKE,18,244,,,
91938,US PRESIDENT,,Donald J. Trump,R,BURKE,53,1076,,,
91939,US PRESIDENT,,Donald J. Trump,R,BURKE,38,867,,,
91940,US PRESIDENT,,Donald J. Trump,R,BURKE,48,895,,,
91941,US PRESIDENT,,Donald J. Trump,R,BURKE,47-A,713,,,
92843,U.S. House,5,Virginia Foxx,R,AVERY,16,634,,,
92844,U.S. House,5,Virginia Foxx,R,AVERY,19,175,,,
92845,U.S. House,5,Virginia Foxx,R,AVERY,14,502,,,
92846,U.S. House,5,Virginia Foxx,R,AVERY,ABSENTEE,,,,
92847,U.S. House,5,Virginia Foxx,R,AVERY,1,481,,,
92848,U.S. House,5,Virginia Foxx,R,AVERY,7,151,,,
92849,U.S. House,5,Virginia Foxx,R,AVERY,4,36,,,
92850,U.S. House,5,Virginia Foxx,R,AVERY,2,962,,,
92851,U.S. House,5,Virginia Foxx,R,AVERY,5,182,,,
92852,U.S. House,5,Virginia Foxx,R,AVERY,8,183,,,
92853,U.S. House,5,Virginia Foxx,R,AVERY,11,258,,,
92854,U.S. House,5,Virginia Foxx,R,AVERY,12,173,,,
92855,U.S. House,5,Virginia Foxx,R,AVERY,15,383,,,
92856,U.S. House,5,Virginia Foxx,R,AVERY,17,313,,,
92857,U.S. House,5,Virginia Foxx,R,AVERY,10,379,,,
92858,U.S. House,5,Virginia Foxx,R,AVERY,18,170,,,
92859,U.S. House,5,Virginia Foxx,R,AVERY,13,255,,,
92860,U.S. House,5,Virginia Foxx,R,AVERY,ONE STOP,,,,
92861,U.S. House,5,Virginia Foxx,R,AVERY,9,228,,,
92862,U.S. House,5,Virginia Foxx,R,AVERY,6,382,,,
92863,U.S. House,5,Virginia Foxx,R,AVERY,3,276,,,
92864,U.S. House,5,Josh Brannon,D,AVERY,3,56,,,
92865,U.S. House,5,Josh Brannon,D,AVERY,6,73,,,
92866,U.S. House,5,Josh Brannon,D,AVERY,9,35,,,
92867,U.S. House,5,Josh Brannon,D,AVERY,10,104,,,
92868,U.S. House,5,Josh Brannon,D,AVERY,13,88,,,
92869,U.S. House,5,Josh Brannon,D,AVERY,17,49,,,
92870,U.S. House,5,Josh Brannon,D,AVERY,15,96,,,
92871,U.S. House,5,Josh Brannon,D,AVERY,12,29,,,
92872,U.S. House,5,Josh Brannon,D,AVERY,4,22,,,
92873,U.S. House,5,Josh Brannon,D,AVERY,7,14,,,
92874,U.S. House,5,Josh Brannon,D,AVERY,18,49,,,
92875,U.S. House,5,Josh Brannon,D,AVERY,ABSENTEE,,,,
92876,U.S. House,5,Josh Brannon,D,AVERY,2,495,,,
92877,U.S. House,5,Josh Brannon,D,AVERY,5,34,,,
92878,U.S. House,5,Josh Brannon,D,AVERY,8,39,,,
92879,U.S. House,5,Josh Brannon,D,AVERY,ONE STOP,,,,
92880,U.S. House,5,Josh Brannon,D,AVERY,11,99,,,
92881,U.S. House,5,Josh Brannon,D,AVERY,1,148,,,
92882,U.S. House,5,Josh Brannon,D,AVERY,14,122,,,
92883,U.S. House,5,Josh Brannon,D,AVERY,16,250,,,
92884,U.S. House,5,Josh Brannon,D,AVERY,19,19,,,
92900,U.S. House,5,Virginia Foxx,R,ALLEGHANY,1,659,,,
92901,U.S. House,5,Virginia Foxx,R,ALLEGHANY,4,715,,,
92902,U.S. House,5,Virginia Foxx,R,ALLEGHANY,6A,775,,,
92903,U.S. House,5,Virginia Foxx,R,ALLEGHANY,3A,1663,,,
92904,U.S. House,5,Virginia Foxx,R,ALLEGHANY,ABSENTEE,,,,
92905,U.S. House,5,Josh Brannon,D,ALLEGHANY,1,191,,,
92906,U.S. House,5,Josh Brannon,D,ALLEGHANY,3A,769,,,
92907,U.S. House,5,Josh Brannon,D,ALLEGHANY,4,234,,,
92908,U.S. House,5,Josh Brannon,D,ALLEGHANY,ABSENTEE,,,,
92909,U.S. House,5,Josh Brannon,D,ALLEGHANY,6A,264,,,
93050,US PRESIDENT,,Write-In (Miscellaneous),,ALLEGHANY,3A,,,,
93051,US PRESIDENT,,Write-In (Miscellaneous),,ALLEGHANY,4,,,,
93052,US PRESIDENT,,Write-In (Miscellaneous),,ALLEGHANY,ABSENTEE,,,,
93053,US PRESIDENT,,Write-In (Miscellaneous),,ALLEGHANY,6A,,,,
93054,US PRESIDENT,,Write-In (Miscellaneous),,ALLEGHANY,1,,,,
93055,US PRESIDENT,,Jill Stein (Write-In),,ALLEGHANY,6A,,,,
93056,US PRESIDENT,,Jill Stein (Write-In),,ALLEGHANY,4,,,,
93057,US PRESIDENT,,Jill Stein (Write-In),,ALLEGHANY,1,,,,
93058,US PRESIDENT,,Jill Stein (Write-In),,ALLEGHANY,3A,,,,
93059,US PRESIDENT,,Jill Stein (Write-In),,ALLEGHANY,ABSENTEE,,,,
93060,US PRESIDENT,,Hillary Clinton,D,ALLEGHANY,3A,688,,,
93061,US PRESIDENT,,Hillary Clinton,D,ALLEGHANY,6A,265,,,
93062,US PRESIDENT,,Hillary Clinton,D,ALLEGHANY,ABSENTEE,,,,
93063,US PRESIDENT,,Hillary Clinton,D,ALLEGHANY,1,177,,,
93064,US PRESIDENT,,Hillary Clinton,D,ALLEGHANY,4,176,,,
93065,US PRESIDENT,,Gary Johnson,L,ALLEGHANY,4,21,,,
93066,US PRESIDENT,,Gary Johnson,L,ALLEGHANY,1,16,,,
93067,US PRESIDENT,,Gary Johnson,L,ALLEGHANY,6A,23,,,
93068,US PRESIDENT,,Gary Johnson,L,ALLEGHANY,ABSENTEE,,,,
93069,US PRESIDENT,,Gary Johnson,L,ALLEGHANY,3A,69,,,
93070,US PRESIDENT,,Donald J. Trump,R,ALLEGHANY,6A,743,,,
93071,US PRESIDENT,,Donald J. Trump,R,ALLEGHANY,1,653,,,
93072,US PRESIDENT,,Donald J. Trump,R,ALLEGHANY,4,755,,,
93073,US PRESIDENT,,Donald J. Trump,R,ALLEGHANY,ABSENTEE,,,,
93074,US PRESIDENT,,Donald J. Trump,R,ALLEGHANY,3A,1663,,,
94614,U.S. House,9,Robert Pittenger,R,BLADEN,MAIL ABSENTEE,,,,
94615,U.S. House,9,Robert Pittenger,R,BLADEN,P501,769,,,
94616,U.S. House,9,Robert Pittenger,R,BLADEN,P70,142,,,
94617,U.S. House,9,Robert Pittenger,R,BLADEN,P80,406,,,
94618,U.S. House,9,Robert Pittenger,R,BLADEN,P25,180,,,
94619,U.S. House,9,Robert Pittenger,R,BLADEN,P202,1035,,,
94620,U.S. House,9,Robert Pittenger,R,BLADEN,P10,284,,,
94621,U.S. House,9,Robert Pittenger,R,BLADEN,ONE STOP B-BORO,,,,
94622,U.S. House,9,Robert Pittenger,R,BLADEN,ONE STOP DUBLIN,,,,
94623,U.S. House,9,Robert Pittenger,R,BLADEN,P15,1242,,,
94624,U.S. House,9,Robert Pittenger,R,BLADEN,P45,193,,,
94625,U.S. House,9,Robert Pittenger,R,BLADEN,P40,663,,,
94626,U.S. House,9,Robert Pittenger,R,BLADEN,P35,185,,,
94627,U.S. House,9,Robert Pittenger,R,BLADEN,ONE STOP EA,,,,
94628,U.S. House,9,Robert Pittenger,R,BLADEN,P201,712,,,
94629,U.S. House,9,Robert Pittenger,R,BLADEN,P60,446,,,
94630,U.S. House,9,Robert Pittenger,R,BLADEN,ONE STOP LIBRARY,,,,
94631,U.S. House,9,Christian Cano,D,BLADEN,P10,171,,,
94632,U.S. House,9,Christian Cano,D,BLADEN,P80,296,,,
94633,U.S. House,9,Christian Cano,D,BLADEN,P40,334,,,
94634,U.S. House,9,Christian Cano,D,BLADEN,P45,93,,,
94635,U.S. House,9,Christian Cano,D,BLADEN,P202,505,,,
94636,U.S. House,9,Christian Cano,D,BLADEN,MAIL ABSENTEE,,,,
94637,U.S. House,9,Christian Cano,D,BLADEN,P60,524,,,
94638,U.S. House,9,Christian Cano,D,BLADEN,P35,271,,,
94639,U.S. House,9,Christian Cano,D,BLADEN,P15,549,,,
94640,U.S. House,9,Christian Cano,D,BLADEN,P501,1133,,,
94641,U.S. House,9,Christian Cano,D,BLADEN,ONE STOP B-BORO,,,,
94642,U.S. House,9,Christian Cano,D,BLADEN,ONE STOP LIBRARY,,,,
94643,U.S. House,9,Christian Cano,D,BLADEN,ONE STOP DUBLIN,,,,
94644,U.S. House,9,Christian Cano,D,BLADEN,ONE STOP EA,,,,
94645,U.S. House,9,Christian Cano,D,BLADEN,P201,251,,,
94646,U.S. House,9,Christian Cano,D,BLADEN,P70,170,,,
94647,U.S. House,9,Christian Cano,D,BLADEN,P25,204,,,
94648,U.S. House,7,J. Wesley Casteen,D,BLADEN,ONE STOP DUBLIN,,,,
94649,U.S. House,7,J. Wesley Casteen,D,BLADEN,ONE STOP B-BORO,,,,
94650,U.S. House,7,J. Wesley Casteen,D,BLADEN,P75,512,,,
94651,U.S. House,7,J. Wesley Casteen,D,BLADEN,P55,205,,,
94652,U.S. House,7,J. Wesley Casteen,D,BLADEN,P502,611,,,
94653,U.S. House,7,J. Wesley Casteen,D,BLADEN,ONE STOP LIBRARY,,,,
94654,U.S. House,7,J. Wesley Casteen,D,BLADEN,P65,123,,,
94655,U.S. House,7,J. Wesley Casteen,D,BLADEN,P30,713,,,
94656,U.S. House,7,J. Wesley Casteen,D,BLADEN,ONE STOP EA,,,,
94657,U.S. House,7,J. Wesley Casteen,D,BLADEN,MAIL ABSENTEE,,,,
94658,U.S. House,7,J. Wesley Casteen,D,BLADEN,P25,160,,,
94659,U.S. House,7,David Rouzer,R,BLADEN,MAIL ABSENTEE,,,,
94660,U.S. House,7,David Rouzer,R,BLADEN,P30,166,,,
94661,U.S. House,7,David Rouzer,R,BLADEN,P65,289,,,
94662,U.S. House,7,David Rouzer,R,BLADEN,ONE STOP DUBLIN,,,,
94663,U.S. House,7,David Rouzer,R,BLADEN,ONE STOP B-BORO,,,,
94664,U.S. House,7,David Rouzer,R,BLADEN,ONE STOP LIBRARY,,,,
94665,U.S. House,7,David Rouzer,R,BLADEN,P55,229,,,
94666,U.S. House,7,David Rouzer,R,BLADEN,P502,540,,,
94667,U.S. House,7,David Rouzer,R,BLADEN,P75,239,,,
94668,U.S. House,7,David Rouzer,R,BLADEN,P25,165,,,
94669,U.S. House,7,David Rouzer,R,BLADEN,ONE STOP EA,,,,
94857,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,GILEA,,,,
94858,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,BLCK,,,,
94859,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,OLDF,,,,
94860,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,PANTE,,,,
94861,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,ABSENTEE,,,,
94862,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,CHOCO,,,,
94863,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,OS AUR,,,,
94864,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,BELHV,,,,
94865,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,OS BOE,,,,
94866,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,OS CHO,,,,
94867,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,WASH4,,,,
94868,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,TCRK,,,,
94869,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,PSJW3,,,,
94870,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,NCRK,,,,
94871,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,PINET,,,,
94872,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,WASH1,,,,
94873,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,EDWAR,,,,
94874,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,BEADM,,,,
94875,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,AUROR,,,,
94876,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,WASH2,,,,
94877,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,WDPD,,,,
94878,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,HB,,,,
94879,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,WASHP,,,,
94880,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,RVRD,,,,
94881,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,SURBA,,,,
94882,US PRESIDENT,,Write-In (Miscellaneous),,BEAUFORT,OS BEL,,,,
94883,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,BLCK,,,,
94884,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,ABSENTEE,,,,
94885,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,OS BEL,,,,
94886,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,BEADM,,,,
94887,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,WASH2,,,,
94888,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,WASH1,,,,
94889,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,PANTE,,,,
94890,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,OS CHO,,,,
94891,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,TCRK,,,,
94892,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,WDPD,,,,
94893,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,EDWAR,,,,
94894,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,RVRD,,,,
94895,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,WASHP,,,,
94896,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,PINET,,,,
94897,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,WASH4,,,,
94898,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,GILEA,,,,
94899,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,AUROR,,,,
94900,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,PSJW3,,,,
94901,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,OLDF,,,,
94902,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,HB,,,,
94903,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,CHOCO,,,,
94904,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,BELHV,,,,
94905,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,NCRK,,,,
94906,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,OS AUR,,,,
94907,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,OS BOE,,,,
94908,US PRESIDENT,,Jill Stein (Write-In),,BEAUFORT,SURBA,,,,
94909,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,PSJW3,740,,,
94910,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,BLCK,266,,,
94911,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,ABSENTEE,,,,
94912,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,TCRK,437,,,
94913,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,HB,72,,,
94914,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,OLDF,454,,,
94915,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,OS BEL,,,,
94916,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,OS CHO,,,,
94917,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,CHOCO,844,,,
94918,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,WASH4,670,,,
94919,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,NCRK,235,,,
94920,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,EDWAR,268,,,
94921,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,WASH1,666,,,
94922,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,WASH2,661,,,
94923,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,PANTE,270,,,
94924,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,AUROR,469,,,
94925,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,WASHP,342,,,
94926,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,GILEA,502,,,
94927,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,PINET,73,,,
94928,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,OS AUR,,,,
94929,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,RVRD,524,,,
94930,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,BELHV,533,,,
94931,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,WDPD,247,,,
94932,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,OS BOE,,,,
94933,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,BEADM,191,,,
94934,US PRESIDENT,,Hillary Clinton,D,BEAUFORT,SURBA,300,,,
94935,US PRESIDENT,,Gary Johnson,L,BEAUFORT,TCRK,44,,,
94936,US PRESIDENT,,Gary Johnson,L,BEAUFORT,OS BEL,,,,
94937,US PRESIDENT,,Gary Johnson,L,BEAUFORT,PANTE,15,,,
94938,US PRESIDENT,,Gary Johnson,L,BEAUFORT,BEADM,23,,,
94939,US PRESIDENT,,Gary Johnson,L,BEAUFORT,WASH4,30,,,
94940,US PRESIDENT,,Gary Johnson,L,BEAUFORT,BLCK,16,,,
94941,US PRESIDENT,,Gary Johnson,L,BEAUFORT,WASHP,18,,,
94942,US PRESIDENT,,Gary Johnson,L,BEAUFORT,EDWAR,12,,,
94943,US PRESIDENT,,Gary Johnson,L,BEAUFORT,NCRK,13,,,
94944,US PRESIDENT,,Gary Johnson,L,BEAUFORT,WASH1,20,,,
94945,US PRESIDENT,,Gary Johnson,L,BEAUFORT,PSJW3,12,,,
94946,US PRESIDENT,,Gary Johnson,L,BEAUFORT,RVRD,35,,,
94947,US PRESIDENT,,Gary Johnson,L,BEAUFORT,WASH2,16,,,
94948,US PRESIDENT,,Gary Johnson,L,BEAUFORT,AUROR,13,,,
94949,US PRESIDENT,,Gary Johnson,L,BEAUFORT,SURBA,18,,,
94950,US PRESIDENT,,Gary Johnson,L,BEAUFORT,WDPD,21,,,
94951,US PRESIDENT,,Gary Johnson,L,BEAUFORT,GILEA,33,,,
94952,US PRESIDENT,,Gary Johnson,L,BEAUFORT,HB,9,,,
94953,US PRESIDENT,,Gary Johnson,L,BEAUFORT,OS AUR,,,,
94954,US PRESIDENT,,Gary Johnson,L,BEAUFORT,PINET,9,,,
94955,US PRESIDENT,,Gary Johnson,L,BEAUFORT,OS BOE,,,,
94956,US PRESIDENT,,Gary Johnson,L,BEAUFORT,OS CHO,,,,
94957,US PRESIDENT,,Gary Johnson,L,BEAUFORT,OLDF,12,,,
94958,US PRESIDENT,,Gary Johnson,L,BEAUFORT,CHOCO,37,,,
94959,US PRESIDENT,,Gary Johnson,L,BEAUFORT,ABSENTEE,,,,
94960,US PRESIDENT,,Gary Johnson,L,BEAUFORT,BELHV,20,,,
94961,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,AUROR,375,,,
94962,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,HB,504,,,
94963,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,WDPD,818,,,
94964,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,PINET,570,,,
94965,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,EDWAR,364,,,
94966,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,WASHP,547,,,
94967,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,BEADM,1033,,,
94968,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,WASH1,377,,,
94969,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,WASH2,303,,,
94970,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,BELHV,575,,,
94971,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,RVRD,932,,,
94972,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,OS AUR,,,,
94973,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,SURBA,1098,,,
94974,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,OS CHO,,,,
94975,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,OS BOE,,,,
94976,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,CHOCO,1636,,,
94977,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,OS BEL,,,,
94978,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,GILEA,1046,,,
94979,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,BLCK,362,,,
94980,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,ABSENTEE,,,,
94981,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,WASH4,817,,,
94982,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,NCRK,698,,,
94983,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,PANTE,510,,,
94984,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,OLDF,551,,,
94985,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,TCRK,1195,,,
94986,US PRESIDENT,,Donald J. Trump,R,BEAUFORT,PSJW3,232,,,
95326,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,PEAC,,,,
95327,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,LILE,,,,
95328,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,WS,,,,
95329,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,W3,,,,
95330,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,BURN,,,,
95331,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,MM,,,,
95332,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,GULL,,,,
95333,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,ONE STOP,,,,
95334,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,ABSENTEE,,,,
95335,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,W2,,,,
95336,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,ANS,,,,
95337,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,W1,,,,
95338,US PRESIDENT,,Write-In (Miscellaneous),,ANSON,POLK,,,,
95339,US PRESIDENT,,Jill Stein (Write-In),,ANSON,PEAC,,,,
95340,US PRESIDENT,,Jill Stein (Write-In),,ANSON,W2,,,,
95341,US PRESIDENT,,Jill Stein (Write-In),,ANSON,GULL,,,,
